RA,Dec,U_MAG_COG,R_MAG_COG,U_MAGERR_COG,R_MAGERR_COG,U_MAG_APAUTO,R_MAG_APAUTO,U_MAGERR_APAUTO,R_MAGERR_APAUTO,U_IQ,R_IQ,R_A_WORLD,R_B_WORLD,R_THETA_J2000,R_ISOAREA_IMAGE,R_MU_MAX,R_FLUX_RADIUS,U_FLAGS,R_FLAGS,R_MAG_2ARC,R_MAGERR_2ARC,U_MAGLIM_2ARC,R_MAGLIM_2ARC,U_MAGLIM_APAUTO,R_MAGLIM_APAUTO,U_MAGLIM_COG,R_MAGLIM_COG,R_MAG_APER_5,R_MAG_APER_10,R_MAG_APER_15,R_MAG_APER_20,g_wrp_kron,r_wrp_kron,i_wrp_kron,y_wrp_kron,z_wrp_kron,g_wrp_kron_err,r_wrp_kron_err,i_wrp_kron_err,y_wrp_kron_err,z_wrp_kron_err,g_wrp_psf,r_wrp_psf,i_wrp_psf,y_wrp_psf,z_wrp_psf,g_wrp_psf_err,r_wrp_psf_err,i_wrp_psf_err,y_wrp_psf_err,z_wrp_psf_err,GC_Prob
189.8843085,32.4635807,22.18468213,20.87979091,0.014,0.003,22.22168213,20.88079091,0.048,0.009,0.7344,0.6198,0.000113632,0.000111654,84.9,133,20.2424,1.946,0,0,20.95079091,0.006,24.562,24.942,23.637,24.441,24.752,25.635,21.34879091,20.96129091,20.87129091,20.84799091,21.35869476,21.05209191,20.95881188,20.76397996,20.73897069,0.038044635,0.052912924,0.036862154,0.15171519,0.11181502,21.25857476,20.90570291,20.73199388,20.52421296,20.58991569,0.06418211,0.021235842,0.029454373,0.1450752,0.057687324,0.00705978
189.9955916,32.6582712,23.70460366,21.92474861,0.054,0.008,23.80060366,21.90374861,0.206,0.021,0.74,0.6198,0.000115884,0.000109347,85.94,96,21.4116,2.071,0,0,22.00374861,0.016,24.551,24.942,23.626,24.441,24.741,25.635,22.45244861,22.01674861,21.90734861,21.94834861,22.45686162,22.19298961,21.85676258,20.75354208,21.68883932,0.17535233,0.1698458,0.21931122,0.22232309,0.12154573,22.46797262,21.97812861,21.64279158,20.82341808,21.53467832,0.078797705,0.048740584,0.075731404,0.14000523,0.07711887,0.236249038
190.6487671,32.7955772,23.07798626,21.44672814,0.036,0.004,22.79198626,21.43372814,0.102,0.013,0.7974,0.6141,0.000114906,0.000107733,-25.17,109,20.7878,1.997,0,0,21.51372814,0.009,24.371,24.96,23.478,24.452,24.561,25.656,21.93472814,21.52532814,21.42892814,21.36892814,22.03297609,21.33637514,21.52136951,20.85297354,21.38079394,0.07950515,0.07797368,0.08866143,0.2006162,0.092301674,21.92775609,21.42753514,21.31083951,21.23334854,21.29136494,0.05278956,0.027684323,0.046920862,0.14752202,0.09758548,0.114755745
190.6268738,32.8009857,22.45839188,21.15932966,0.021,0.004,22.46439188,21.15032966,0.076,0.01,0.7974,0.6141,0.000113326,0.000109153,-67.48,122,20.5086,1.968,0,0,21.22632966,0.007,24.371,24.96,23.478,24.452,24.561,25.656,21.62482966,21.23792966,21.13702966,21.14992966,21.89209657,21.35596566,21.15161468,21.04086523,20.93145196,0.12024349,0.051184595,0.05156843,0.13356607,0.10608182,21.65342557,21.18303766,21.03342168,20.88917023,21.06494396,0.061568137,0.02818797,0.03564587,0.09417258,0.04205063,0.107042387
190.7316411,32.8385809,23.56265224,22.26886043,0.06,0.01,23.44465224,22.28586043,0.198,0.028,0.7974,0.5907,9.70E-05,9.24E-05,-23.15,65,21.3501,1.714,0,0,22.32986043,0.021,24.371,24.982,23.478,24.494,24.561,25.555,22.63456043,22.33776043,22.27986043,22.26766043,22.95501337,22.42939243,22.57816228,19.94986181,22.310015,0.2175794,0.2599358,0.16320777,0.094365776,0.27432308,22.73228637,22.26099443,22.23964928,21.16281381,22.187115,0.08432997,0.09619648,0.074915044,0.11755023,0.046242423,0.000468251
190.7940993,32.8515304,23.95776506,22.15384316,0.085,0.01,24.01076506,22.15984316,0.333,0.026,0.7974,0.5635,0.0001053,9.85E-05,58.45,75,21.2646,1.88,0,0,22.20484316,0.02,24.371,24.893,23.478,24.252,24.561,25.544,22.60804316,22.21594316,22.12944316,22.15744316,22.29194889,21.99279316,21.78613853,21.82400567,21.35124272,0.075195946,0.07344147,0.13653837,0.253735,0.11142667,22.48712489,21.90389316,21.67819953,21.00967867,21.29736672,0.08471257,0.06649258,0.06646861,0.08325575,0.07327899,0.463604182
190.7662323,32.8558616,21.76127241,20.41065568,0.012,0.002,21.79227241,20.41565568,0.043,0.006,0.7974,0.5635,0.00011161,0.000107577,-81.05,141,19.5503,1.788,0,0,20.46365568,0.005,24.371,24.893,23.478,24.252,24.561,25.544,20.79995568,20.47225568,20.40195568,20.38035568,20.8360604,20.59963568,20.43799843,20.25577057,20.59462683,0.067346305,0.03711188,0.049987465,0.12114621,0.070882864,20.8099724,20.44841368,20.30702243,20.47162557,20.32333683,0.03912841,0.013771328,0.01358919,0.09387797,0.038006023,0.002251741
190.6406667,32.8759688,21.76437865,20.00863487,0.011,0.002,21.75537865,20.00163487,0.04,0.004,0.7974,0.6141,0.000125019,0.000121136,-46.72,217,19.3893,2.022,0,2,20.07463487,0.003,24.371,24.96,23.478,24.452,24.561,25.656,20.49703487,20.08603487,19.98173487,19.95053487,20.5780718,20.05355487,19.72277523,19.66865977,19.77843859,0.019466508,0.023565156,0.016068436,0.1382285,0.044945657,20.4936978,20.03608587,19.80838223,19.69565577,19.78629859,0.010501576,0.01172314,0.010716526,0.043175653,0.029613046,0.122895528
190.6051663,32.905637,23.76908041,21.80739602,0.078,0.007,23.79208041,21.79439602,0.283,0.019,0.7974,0.6141,0.000106223,0.000101687,-27.64,80,21.1776,1.931,0,0,21.87539602,0.014,24.371,24.96,23.478,24.452,24.561,25.656,22.27849602,21.88359602,21.77059602,21.71829602,22.36231403,21.96218102,21.51066299,20.75344048,21.32732184,0.078511685,0.12732504,0.13243663,0.2519935,0.19834462,22.40688403,21.87118002,21.55945499,21.39392048,21.18909484,0.07513002,0.055811267,0.056718607,0.12362901,0.055993818,0.184922924
190.6469961,32.9108546,22.09832758,20.75152925,0.016,0.003,22.22432758,20.75652925,0.066,0.007,0.7974,0.6141,0.000114464,0.000109459,-82.82,131,20.1115,1.923,0,0,20.81652925,0.005,24.371,24.96,23.478,24.452,24.561,25.656,21.21702925,20.82652925,20.74402925,20.75672925,21.22951362,20.93710925,20.84127929,20.4479901,20.75931648,0.05322809,0.045919243,0.07386853,0.15627782,0.04994336,21.14216662,20.79062825,20.64894829,20.5810581,20.58394548,0.03149545,0.02281593,0.041183807,0.15085381,0.035657436,0.002206095
190.7997928,32.9530655,22.92682325,21.68964027,0.033,0.005,22.91382325,21.69264027,0.119,0.015,0.7974,0.585,0.000107876,0.000103843,-42.29,92,21.081,1.903,0,0,21.74364027,0.011,24.371,25.11,23.478,24.663,24.561,25.82,22.14324027,21.75364027,21.67274027,21.69044027,22.06358107,21.80377627,21.55306164,21.21683524,21.65584838,0.17332067,0.07639867,0.086819336,0.256971,0.14910719,22.03881907,21.66331727,21.53534264,21.11070024,21.32555238,0.05086724,0.046854943,0.039237227,0.11845276,0.075000644,0.003998815
190.6069613,32.9563699,23.23768548,21.878566,0.046,0.006,23.27468548,21.876566,0.172,0.019,0.7974,0.6141,0.000105483,0.000101853,77.9,81,21.2221,1.918,0,0,21.943566,0.013,24.371,24.96,23.478,24.452,24.561,25.656,22.334666,21.952966,21.879666,21.835966,22.68728872,22.254258,22.05016319,24.11514234,23.13175732,0.12636222,0.08384828,0.10297934,8.818814,1.6228561,22.23658372,22.021951,21.75192019,21.64608534,22.07085932,0.094990075,0.051390316,0.05197602,0.18732011,0.19611533,0.000128535
190.4863738,32.83507,21.92184226,20.35364297,0.012,0.002,21.93084226,20.36764297,0.043,0.005,0.8019,0.632,0.000116395,0.000114774,-28.15,164,19.754,1.933,0,0,20.43064297,0.003,24.49,25.085,23.641,24.527,24.969,25.659,20.83514297,20.44084297,20.36224297,20.35864297,21.07651437,20.61789097,20.39006406,20.48704536,20.28967772,0.037618525,0.019933822,0.050461087,0.1286189,0.09787456,20.89631037,20.41131297,20.17872406,20.18224336,20.14862672,0.018667715,0.017977633,0.017606767,0.07043102,0.023321599,0.323851446
190.5326094,32.9351112,23.49924419,21.98978909,0.047,0.008,23.41024419,22.00978909,0.161,0.023,0.8019,0.6141,0.000107539,0.000101486,-20.39,78,21.3137,1.932,0,0,22.05278909,0.017,24.49,24.96,23.641,24.452,24.969,25.656,22.46478909,22.05848909,21.99968909,22.06578909,22.25420468,22.00899509,21.90413196,21.59893717,21.6900969,0.12815619,0.10965379,0.20921384,1.6229191,0.19884357,22.27538368,21.93462409,21.65628296,23.04134217,21.6103999,0.068804376,0.04249929,0.07900975,2.246698,0.10783215,0.059716011
190.5429449,32.9545751,21.90374731,20.04652125,0.011,0.001,21.90874731,20.04552125,0.041,0.004,0.8019,0.6141,0.000117464,0.000116565,-76.84,183,19.3413,1.911,0,0,20.11252125,0.003,24.49,24.96,23.641,24.452,24.969,25.656,20.49442125,20.12262125,20.03412125,20.01932125,20.69941951,20.18479725,20.00773941,19.83936728,19.87175185,0.027837584,0.023834154,0.024146346,0.100248,0.031616878,20.59822351,20.07333325,19.86491941,19.67812228,19.78734585,0.016834423,0.010063511,0.013714351,0.061888047,0.020913517,0.147354739
190.483598,32.95787,24.17993086,22.72938594,0.089,0.014,24.19093086,22.75038594,0.333,0.043,0.8019,0.6141,9.76E-05,9.55E-05,-44.22,58,22.2018,1.996,0,0,22.78738594,0.028,24.49,24.96,23.641,24.452,24.969,25.656,23.22948594,22.79308594,22.74498594,22.53718594,22.82805538,22.69685694,22.17134533,20.71699261,22.48379186,0.22530982,0.25057173,0.29841894,0.69831115,0.2525872,23.07080138,22.57812494,22.27409633,20.73872061,22.07782186,0.13997519,0.08709897,0.1021873,0.26572043,0.09987958,0.394667025
190.7922157,32.7887063,22.80943396,21.33104756,0.024,0.003,22.70643396,21.33104756,0.078,0.01,0.7667,0.583,0.000109942,0.00010635,-63.86,118,20.641,1.866,0,0,21.39304756,0.007,24.54,25.191,23.615,24.55,24.73,25.778,21.76424756,21.40424756,21.31704756,21.28804756,22.20380632,21.56152356,21.23160158,,21.02577623,0.12084989,0.06580475,0.06643083,-1.314568,0.6710755,21.78739532,21.36867356,21.20442758,21.4243677,21.53489323,0.056563206,0.03016825,0.036291603,0.21960367,0.24091423,0.090554631
190.9687976,32.7907978,23.71975473,22.32460334,0.054,0.01,23.39875473,22.35560334,0.15,0.03,0.8045,0.5958,9.88E-05,9.67E-05,-56.67,67,21.4397,1.792,0,0,22.37760334,0.02,24.64,24.952,23.715,24.481,24.83,25.655,22.74550334,22.38330334,22.34900334,22.39380334,22.93330868,22.71452734,24.67318405,20.68352288,21.96464596,0.17719842,0.15492994,3.5207493,0.46448898,0.23222323,22.99742768,22.46344634,22.30386005,21.16784888,22.00812596,0.11625363,0.0851675,0.16430141,0.2221022,0.16794342,0.384813108
190.9725965,32.8101384,21.97777721,20.5541545,0.016,0.002,21.93377721,20.5561545,0.057,0.006,0.8582,0.5958,0.000113776,0.000111888,87.35,142,19.8181,1.854,0,0,20.6141545,0.005,24.348,24.952,23.423,24.481,24.538,25.655,20.9908545,20.6241545,20.5404545,20.5107545,21.29718839,20.7461935,20.60652389,20.43091694,20.50829061,0.07270346,0.04082319,0.04605987,0.11523518,0.06772368,21.02663639,20.6187705,20.42154189,20.35616694,20.42339761,0.030977855,0.016608965,0.021339461,0.052147795,0.035666604,0.070820037
190.5386179,32.8094384,23.93270932,22.4636494,0.082,0.011,23.56570932,22.4576494,0.214,0.033,0.7936,0.6141,0.000104274,9.90E-05,80.81,69,22.0104,1.994,0,0,22.5276494,0.023,24.386,24.96,23.461,24.452,24.576,25.656,22.9711494,22.5363494,22.4425494,22.6333494,22.54920617,22.8982094,22.12415429,22.6711594,22.40955501,0.26322022,0.35927314,0.13776173,1.3367841,0.8263272,22.82050917,22.6704154,22.25384029,21.3170144,22.09008801,0.15933292,0.08960457,0.08525418,0.10739102,0.11803768,2.26E-06
190.5496355,32.9138392,22.35525961,20.79187549,0.019,0.003,22.30325961,20.78487549,0.066,0.008,0.7936,0.6141,0.000116173,0.000113666,-51.22,143,20.234,1.981,0,0,20.85887549,0.006,24.386,24.96,23.461,24.452,24.576,25.656,21.26697549,20.86997549,20.77347549,20.75267549,21.39159708,20.94565149,20.76748059,20.8075368,20.73821139,0.04830964,0.040628884,0.050640676,0.19914351,0.06648417,21.26457708,20.76289149,20.61571859,20.6539748,20.63488039,0.021462241,0.025214462,0.027039066,0.062288735,0.028848298,0.186059319
190.5488086,32.9233608,22.8200329,21.17375328,0.029,0.004,22.7960329,21.16875328,0.103,0.01,0.7936,0.6141,0.000112835,0.000109118,18.17,118,20.5108,1.961,0,0,21.24075328,0.007,24.386,24.96,23.461,24.452,24.576,25.656,21.63485328,21.25215328,21.15805328,21.14505328,21.89902343,21.51572728,21.11986893,20.70732636,21.23575184,0.069969684,0.09240741,0.04128292,0.1910802,0.14117104,21.74711843,21.27554028,21.01664493,20.73907036,21.09084084,0.029157812,0.043846168,0.027615396,0.18269005,0.05799776,0.65345374
190.1370076,32.2683872,23.70444838,22.35566491,0.061,0.01,23.60944838,22.33766491,0.196,0.032,0.7274,0.6451,0.000110531,0.000103933,-1.58,70,21.7938,2.025,0,3,22.43566491,0.021,24.417,24.939,23.698,24.384,24.944,25.61,22.88246491,22.45456491,22.27156491,22.22786491,22.52745563,22.32483491,22.16213959,22.11999173,21.21370505,0.10417477,0.09011168,0.14887452,2.5520399,0.21796995,22.75412463,22.40053491,22.18761359,21.67249973,21.68809205,0.07165069,0.056519724,0.08945377,0.36611992,0.14892764,0.030907366
190.5147739,32.2739524,23.58378191,22.11492277,0.055,0.008,23.43178191,22.11092277,0.167,0.024,0.7274,0.6234,0.000111015,0.000105252,34.47,84,21.4527,1.949,0,2,22.17792277,0.017,24.417,24.989,23.698,24.459,24.944,25.651,22.60212277,22.19012277,22.11562277,21.98212277,22.61321089,22.19109877,21.85855802,20.06189996,22.39253132,0.16095471,0.090546615,0.12322044,0.19974503,0.4570987,22.61256389,22.19517077,21.90248202,21.49398496,21.99099332,0.12907417,0.049214646,0.08034802,0.14028525,0.09589938,0.344175979
190.2252665,32.2819658,23.29083517,21.8278734,0.045,0.006,23.34783517,21.8098734,0.17,0.019,0.7274,0.6474,0.000117635,0.000106232,-88.87,104,21.1921,2.033,0,0,21.9068734,0.013,24.417,25.051,23.698,24.497,24.944,25.655,22.3288734,21.9198734,21.7921734,21.7918734,22.74609401,21.9102354,21.61683503,21.22669173,21.68631129,0.3774083,0.087777026,0.08154042,0.41434988,0.11286151,22.46007701,21.8570074,21.55000203,21.30810673,21.73170429,0.08391806,0.045084883,0.036177184,0.13340658,0.06553748,0.111853545
190.2477042,32.286628,22.31557327,20.32619318,0.017,0.002,22.29657327,20.32919318,0.06,0.005,0.7274,0.6474,0.000121497,0.000115958,-87.53,183,19.7818,2.014,0,0,20.40419318,0.004,24.417,25.051,23.698,24.497,24.944,25.655,20.83159318,20.41509318,20.32529318,20.32069318,21.10971274,20.50432618,20.34386379,20.24813001,20.26061831,0.050149836,0.024100704,0.028367857,0.092145175,0.05234843,20.92713174,20.37132618,20.18382679,20.04510201,20.07537131,0.016209973,0.011083672,0.019806257,0.04136023,0.024303524,0.105334363
190.1715196,32.2980978,21.5872682,19.97118491,0.01,0.003,21.5672682,19.97518491,0.033,0.007,0.7274,0.6675,0.000125265,0.000120801,83.21,172,19.5361,2.149,0,0,20.06118491,0.005,24.417,24.703,23.698,24.115,24.944,25.259,20.54678491,20.07398491,19.96698491,19.93478491,20.48126981,20.09774191,19.93023862,20.04914517,19.88447521,0.03112471,0.016361307,0.02162284,0.06447712,0.033949744,20.43471981,19.99635891,19.81968862,19.70541917,19.76044621,0.013331427,0.01193031,0.012225206,0.032388534,0.017137127,0.047382852
190.5404418,32.3287741,23.45127401,21.96149283,0.049,0.007,23.16927401,21.95149283,0.131,0.021,0.7274,0.6234,0.000104911,0.000102491,-17.72,83,21.3131,1.916,0,0,22.03349283,0.014,24.417,24.989,23.698,24.459,24.944,25.651,22.42809283,22.04349283,21.95869283,22.01509283,23.05300837,22.02717883,22.2788486,21.12848083,22.2262682,0.14579122,0.08871976,0.18596548,0.2151983,0.39955544,22.54676137,21.91749283,21.8017956,21.13500683,21.8006682,0.08775373,0.046476103,0.04792675,0.11320378,0.10930478,0.112418411
190.5892486,32.3332816,23.95999589,22.086421,0.078,0.008,23.99599589,22.083421,0.282,0.024,0.7274,0.6234,0.000104643,9.90E-05,-84.19,75,21.5167,1.894,0,0,22.152421,0.016,24.417,24.989,23.698,24.459,24.944,25.651,22.550221,22.162321,22.085821,22.061121,22.62777905,22.569796,22.16454761,19.63342209,22.18044523,0.20552681,0.12656003,0.19804157,0.2398568,0.5296031,22.55853405,22.114001,21.88730461,21.22380109,21.81850523,0.08907953,0.07589453,0.05818584,0.23731726,0.09132929,0.368971444
190.2153396,32.3341267,25.01888581,22.94397878,0.215,0.015,25.36188581,22.86497878,0.989,0.045,0.7274,0.6474,0.000108354,0.000104352,52.68,69,22.7053,2.359,0,0,23.03397878,0.032,24.417,25.051,23.698,24.497,24.944,25.655,23.58687878,23.04987878,22.82737878,22.86817878,23.47419085,23.05480878,22.68794082,20.01029228,21.60210527,0.5855852,0.16602732,0.15921877,0.2505097,0.41977608,23.54220485,22.82738278,22.56479682,21.16579128,22.19838527,0.26625258,0.06543495,0.10868722,0.13591963,0.30961862,0.001181981
190.2849527,32.3438475,24.56612333,23.02933352,0.126,0.019,24.83312333,23.03633352,0.567,0.059,0.7274,0.6234,0.000106054,9.65E-05,-73.05,58,22.5589,2.232,0,0,23.11133352,0.04,24.417,24.907,23.698,24.266,24.944,25.34,23.63173352,23.13303352,23.04813352,23.15803352,23.00447857,23.14359652,22.48833846,21.09760493,21.74138041,0.33202258,0.5946427,0.29557967,0.8977657,0.51949483,23.19418257,22.83920852,22.41867246,21.77827593,22.63992441,0.1467839,0.15805721,0.11838075,0.55170965,0.21950778,0.003602159
190.5148938,32.3511185,23.28213769,21.83218509,0.042,0.008,23.23713769,21.83318509,0.141,0.024,0.7274,0.6086,0.000112877,0.000105621,89.4,86,21.4449,2.169,0,0,21.89218509,0.017,24.417,24.667,23.698,24.2,24.944,25.365,22.41198509,21.90268509,21.81008509,21.79808509,22.32865299,21.80938209,21.37738107,21.21661812,21.3600329,0.12537336,0.06660201,0.12904648,0.5717883,0.16732952,22.52783299,21.86398209,21.60769407,21.35997112,21.3639329,0.11055686,0.08073304,0.082212195,0.16138473,0.106491454,0.048068758
190.5991014,32.3558956,23.44252174,22.13708732,0.049,0.011,23.44952174,22.14308732,0.171,0.032,0.7274,0.6086,0.000101661,9.48E-05,88.12,67,21.3192,1.847,0,0,22.19808732,0.022,24.417,24.667,23.698,24.2,24.944,25.365,22.58008732,22.20488732,22.14688732,22.11478732,23.15444421,22.23401832,22.78320468,19.96968624,21.94944606,0.2424948,0.09759789,0.28932938,0.39052722,0.19085605,22.59049621,22.10913132,22.12242268,21.96692824,21.76591306,0.092237696,0.04087682,0.07616957,0.52367204,0.08592039,7.20E-05
190.5764674,32.3738391,23.65823474,22.22185453,0.059,0.009,23.60123474,22.22585453,0.197,0.027,0.7274,0.6234,0.000102647,9.77E-05,-28.51,68,21.4202,1.859,0,0,22.28985453,0.018,24.417,24.989,23.698,24.459,24.944,25.651,22.65425453,22.29865453,22.22335453,22.22295453,22.50314519,22.63953453,22.28741362,20.5208648,23.82508466,0.2031811,0.11396588,0.19545716,0.43500292,4.271128,22.66205419,22.27622153,22.02198762,21.2237988,21.86424966,0.090527214,0.076560944,0.09161911,0.19719924,0.15919405,0.171045545
190.3003534,32.3822291,24.64877319,22.79252765,0.14,0.014,25.45077319,22.83152765,1.032,0.046,0.7274,0.6586,9.79E-05,9.67E-05,-78.14,60,22.294,1.991,0,0,22.87452765,0.028,24.417,25.08,23.698,24.439,24.944,25.485,23.33822765,22.87982765,22.83072765,22.70782765,22.76932916,22.26278165,22.49093839,20.85000713,21.67388025,0.20357594,0.21143581,0.24462412,0.45435518,0.25119388,22.99238416,22.57879765,22.13354639,22.04224713,22.35706525,0.08636482,0.07605822,0.07128416,0.28636166,0.18856516,0.002883129
190.3945431,32.4976836,22.83944248,21.37903705,0.031,0.004,22.73444248,21.37803705,0.098,0.012,0.751,0.6381,0.000120629,0.000114566,40.4,125,21.007,2.188,0,0,21.46003705,0.008,24.387,25.05,23.592,24.506,24.741,25.51,21.98303705,21.47353705,21.36733705,21.41063705,22.72961794,21.83462505,21.6800434,21.36410645,21.50642513,0.16736253,0.07056545,0.10568621,0.45819414,0.22709101,22.05453694,21.51966705,21.4242574,21.32559645,21.18278013,0.05817695,0.044934604,0.08338191,0.24051778,0.11663858,0.062949269
190.3958206,32.508824,21.87523273,20.12646303,0.013,0.001,21.76823273,20.09546303,0.041,0.004,0.751,0.6381,0.000159336,0.000149152,51.01,314,19.7483,2.309,0,3,20.21446303,0.003,24.387,25.05,23.592,24.506,24.741,25.51,20.73226303,20.23136303,20.07416303,20.01476303,21.36350169,20.49793803,20.4005845,20.13373967,20.33504358,0.09685831,0.03151587,0.0589895,0.09910742,0.0747018,20.82101769,20.28962303,20.1415415,19.91668967,19.99866158,0.04792777,0.020755768,0.03428016,0.07165147,0.031110397,0.06392326
190.1912996,32.514747,22.78149633,21.16230788,0.027,0.004,22.99449633,21.15930788,0.116,0.011,0.751,0.6198,0.000122469,0.000111531,-64.84,126,20.5493,2.016,0,2,21.23430788,0.009,24.387,24.942,23.592,24.441,24.741,25.635,21.65570788,21.24480788,21.13490788,21.10550788,21.85056756,21.10780088,20.96136181,20.84985797,21.05322118,0.122766815,0.04567474,0.065720305,0.18166398,0.11470639,21.62849756,21.10997788,20.98423881,20.79505997,20.96140318,0.056949414,0.020893408,0.03372099,0.11814143,0.06479999,0.153374138
190.2806434,32.561828,23.28957963,21.95973566,0.042,0.007,23.32657963,21.95673566,0.154,0.019,0.751,0.632,0.000111086,0.000107299,74.45,92,21.4151,2.04,0,0,22.03873566,0.014,24.387,25.111,23.592,24.57,24.741,25.694,22.49013566,22.05163566,21.95553566,21.92903566,22.6555339,22.21045766,22.07469061,21.66253299,22.10643116,0.14241184,0.098513536,0.15341474,0.8091786,0.23215432,22.5265749,22.02967366,21.81587161,21.34724999,21.66301316,0.06899438,0.04329933,0.082288176,0.27389082,0.09648718,0.595149137
190.2402612,32.5708885,23.24573099,21.88297341,0.042,0.007,23.32473099,21.88097341,0.162,0.02,0.751,0.6198,0.000108608,0.000106536,-19.14,91,21.2165,2.019,0,0,21.95697341,0.014,24.387,24.942,23.592,24.441,24.741,25.635,22.38587341,21.96807341,21.87957341,21.82757341,22.2047376,21.65221541,21.70687488,22.07881278,22.27725504,0.18471062,0.10271211,0.10151456,2.2845588,0.22394541,22.2696916,21.79921341,21.75941988,21.66761278,21.78020104,0.084081665,0.028833989,0.07467187,0.18764359,0.08137843,0.001849947
190.338722,32.5745558,24.16444006,22.86688713,0.096,0.013,24.12144006,22.86988713,0.332,0.04,0.751,0.6368,9.49E-05,9.23E-05,-54.65,50,22.0803,1.863,0,0,22.93788713,0.026,24.387,25.197,23.592,24.656,24.741,25.857,23.32168713,22.94598713,22.86318713,23.03618713,23.19466679,22.97739113,22.94306642,20.31547309,21.80605394,0.4524789,0.30513206,0.34046143,0.3742747,0.39132836,23.29453979,22.69555613,22.63152342,21.34053309,22.24918394,0.2731617,0.11383116,0.113186896,0.2124866,0.16813096,0.012931392
190.3072109,32.6268973,24.96097193,23.00010329,0.193,0.015,24.33597193,23.03210329,0.388,0.049,0.751,0.632,0.000104021,0.000101785,86.95,58,22.5386,2.23,0,0,23.07110329,0.032,24.387,25.111,23.592,24.57,24.741,25.694,23.61800329,23.09270329,23.02050329,22.80860329,24.20251234,22.64558729,21.90351385,21.02666883,22.28277183,1.4053477,0.15472746,0.18081151,0.31492013,0.5600199,23.41471434,22.82610029,22.47902785,21.92199383,22.08388883,0.24158265,0.08418268,0.1139061,0.3092084,0.15962943,0.013571186
190.1895347,32.6657651,23.80896493,22.19563856,0.073,0.01,23.58196493,22.19363856,0.211,0.028,0.751,0.6198,0.000109133,0.000100708,61.87,80,21.6544,2.026,0,0,22.26863856,0.02,24.387,24.942,23.592,24.441,24.741,25.635,22.70583856,22.27873856,22.18783856,22.28163856,22.67252608,22.48269556,22.24924668,21.36965042,22.28242069,0.19703393,0.11227381,0.19013804,1.050713,0.6990653,22.58756508,22.26387456,22.02861768,21.38961242,21.74832869,0.11502562,0.06671469,0.06621853,0.27515268,0.093635805,0.021058111
190.1915523,32.6743739,23.89529531,22.43381665,0.079,0.011,24.01129531,22.42381665,0.313,0.032,0.751,0.6198,0.000111879,0.000108895,-76.63,80,22.1548,2.277,0,0,22.50581665,0.022,24.387,24.942,23.592,24.441,24.741,25.635,23.06821665,22.52041665,22.43291665,22.43031665,23.1388285,22.09421265,22.06348105,20.39201812,22.05317413,0.330236,0.15672615,0.09616247,0.43213454,0.18343392,22.8567645,22.26643665,22.28443805,21.54487312,22.03461913,0.18933521,0.08508802,0.09632037,0.17578025,0.15219931,0.000294716
190.2820892,32.7078774,23.02540171,21.78733496,0.035,0.006,22.93640171,21.81033496,0.114,0.019,0.751,0.626,0.000104133,9.90E-05,86.32,81,21.0573,1.858,0,0,21.86333496,0.013,24.387,24.982,23.592,24.341,24.741,25.387,22.22813496,21.87063496,21.80173496,21.83053496,22.60293622,21.98086496,21.75827335,25.04973872,22.04436088,0.15314835,0.073432624,0.10761239,23.755241,0.19763593,22.17865422,21.84840196,21.66662035,21.46547772,21.49364788,0.05257308,0.048463516,0.0522012,0.151594,0.06914565,0.004174114
190.1299142,32.4804239,23.73387957,21.68397542,0.058,0.006,23.47987957,21.69497542,0.167,0.017,0.7808,0.6198,0.000108159,0.00010235,-88.77,90,20.9376,1.911,0,0,21.75297542,0.011,24.547,24.942,23.645,24.441,24.747,25.635,22.15177542,21.76167542,21.67937542,21.67257542,22.62025699,21.85636542,21.20668749,21.3515977,21.34586142,0.06952724,0.058015652,0.07347911,0.3123174,0.14093666,22.36020799,21.70812142,21.34572749,20.9886727,21.29891542,0.06314651,0.030443164,0.055809636,0.13848431,0.05237114,0.001187763
190.0516346,32.5809379,22.30806056,20.98345585,0.016,0.004,22.24606056,20.99845585,0.056,0.012,0.7808,0.6675,0.000113126,0.000110997,42.63,115,20.4026,2.006,0,0,21.07345585,0.008,24.547,24.703,23.645,24.115,24.747,25.259,21.49835585,21.08365585,20.99725585,20.97935585,21.69112643,21.05961185,21.06036376,20.89743847,20.6553475,0.06619845,0.045612507,0.047224186,0.30279458,0.10146902,21.41432243,20.96476085,20.94415076,20.79285347,20.8436255,0.03583906,0.025406867,0.048767608,0.09927692,0.04971462,0.000202084
190.1517512,32.6153573,21.67511267,20.26810107,0.009,0.002,21.71611267,20.26710107,0.034,0.005,0.7808,0.6198,0.000118506,0.000115577,-72.37,174,19.5931,1.918,0,0,20.34010107,0.004,24.547,24.942,23.645,24.441,24.747,25.635,20.72910107,20.35070107,20.25240107,20.22490107,20.78581262,20.39512707,20.22093554,20.30474576,20.27618687,0.058670957,0.03594763,0.04154301,0.16191725,0.079238616,20.67873462,20.29036607,20.13452254,20.10496376,20.11795487,0.035926927,0.016256668,0.012830293,0.041884627,0.033076588,0.009391089
